D_R,uf,nquest,versao,pf1,pf2a,pf2b,pf2c,pf2d,idade1,idade,sexo,p41aa,p41ba,p41ab,p41bb,p41ac,p41bc,p41ad,p41bd,p41ae,p41be,p41af,p41bf,p41ag,p41bg,p41ah,p41bh,p41ai,p41bi,p41aj,p41bj,p41ak,p41bk,p41al,p41bl,p41am,p41bm,p41an,p41bn,p41ao,p41bo,p41ap,p41bp,p42a,p42b,p42c,p42d,p42e,p42f,p42g,p42h,p42i,p42j,p42k,p42l,p42m,p42n,p42o,p42p,p43a,p43b,p43c,p43d,p43f,p43g,p43h,p43i,p43j,p43k,p43l,p43m,p43n,p43o,p43p,p44,p45a,p45b,p45c,p45d,p45e,p45f,p45g,p45h,p45i,p45j,p45k,p45l,p45m,p45n,p45o,p45p,p45q,cor,pea,carro,empreg,maqlav,dvd,banhe,gelad,freezer,comput,lavlou,microon,motocic,secadora,agua,rua,escolac,escola,renda,rendaf,cidade,ponto,pesq,ciente,errol,regiao_ori,metrop_ori,meso,porte_ori,peso,RCLASSE2,INV1p45a_ok,INV1p45b_ok,INV1p45c_ok,INV1p45d,INV1p45e,INV1p45f,INV1p45g,INV1p45h,INV1p45i,INV1p45j_ok,INV1p45k_ok,INV1p45l,INV1p45m,INV1p45n,INV1p45o_ok,INV1p45p,INV1p45q,IndiceADVD,IndiceADVND,Indice_medoviolencia,GrupoMedoViolencia,INVp43a,INVp43b,INVp43c,INVp43d,INVp43f,INVp43g,INVp43h,INVp43i,INVp43j,INVp43k,INVp43l,INVp43m,INVp43n,INVp43o,INVp43p,Indice_violencia,Comput_EscalaF_6itens,Comput_EscalaF_6itens_ponderado,Comput_EscalaF_6itens_ponderado_7,Indice_EscalaF17itens_1a7
,TO,44327987,17,1,2,2,2,2,52,4,2,1,1,1,1,1,1,2,,2,,2,,1,1,2,,1,1,1,1,2,,2,,1,1,1,1,2,,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,2,1,3,2,3,1,5,2,1,1,1,2,6,3,1,3,1,11,1,96,96,1,1,1,96,96,96,1,96,96,1,1,2,4,1,1,5920,2,9613,1,0,5,3,1,1,"1,26939853",5,"6,00","5,00","6,00","4,00","5,00","4,00","6,00","2,00","5,00","6,00","6,00","6,00","5,00","1,00","4,00","6,00","4,00","2,00","5,00","0,56",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","5,83"
,SP,44332738,17,1,2,2,2,2,33,2,1,1,1,1,1,1,1,1,1,1,1,2,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,4,0,0,0,0,0,0,0,0,4,0,0,0,0,2,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,6,2,2,2,1,2,1,2,2,6,2,2,2,6,1,4,96,96,1,1,2,1,96,96,96,96,96,96,1,1,2,4,1,2,200,9,13467,1,0,1,3,12,2,"0,75067385",5,"6,00","5,00","6,00","1,00","5,00","5,00","5,00","6,00","5,00","6,00","5,00","5,00","1,00","5,00","5,00","5,00","1,00","2,00","5,00","0,81",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","5,83"
,MA,44219011,17,1,2,2,2,2,22,1,1,1,1,1,1,96,,1,2,1,1,1,1,1,1,2,,1,1,1,1,1,1,2,,1,2,1,2,1,1,1,1,0,0,996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,996,2,2,2,2,2,2,2,2,2,2,2,1,4,1,4,1,6,5,1,6,1,6,1,1,1,6,1,1,1,1,3,4,96,96,1,1,1,1,1,1,96,96,96,96,2,2,2,5,1,1,4072,1,9258,1,0,3,3,2,1,"0,74938501",6,"6,00","3,00","6,00","1,00","2,00","6,00","1,00","6,00","1,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","6,00","1,00","6,00","0,81",,"0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","7,00"
,PR,44246340,17,1,2,2,2,2,18,1,1,2,,1,1,96,,2,,1,1,2,,2,,2,,1,1,1,2,2,,2,,1,1,1,1,2,,2,,0,1,996,1,0,0,0,0,3,0,0,0,0,10,0,10,2,2,996,2,2,2,2,2,2,2,2,2,2,1,1,4,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,4,3,1,1,96,1,3,2,1,96,1,96,1,96,96,1,1,2,5,1,4,1459,1,9775,1,0,2,3,5,1,"0,92728012",3,"6,00","5,00","5,00","5,00","5,00","6,00","6,00","5,00","6,00","6,00","6,00","6,00","6,00","6,00","5,00","6,00","3,00","1,00","6,00","0,38","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","0,14","5,50","0,92","6,42","7,00"
,SP,44250847,17,1,2,2,2,2,46,4,2,1,1,1,1,96,,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,6,9,996,9,5,4,3,9,7,8,1,1,8,9,2,5,2,2,996,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,3,1,1,3,3,1,3,1,4,1,2,2,3,3,1,96,96,1,1,1,1,1,1,96,1,1,1,1,1,5,5,1,3,151,260,10176,1,0,1,3,15,2,"0,97788779",4,"6,00","6,00","6,00","4,00","4,00","6,00","6,00","4,00","4,00","6,00","4,00","6,00","3,00","6,00","5,00","5,00","4,00","1,50","5,50","0,94","1,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","6,42"
,SP,44259957,17,1,2,2,2,2,23,1,1,1,1,1,1,96,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,996,10,10,10,10,0,10,10,0,0,10,0,0,0,2,2,996,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,4,1,3,2,1,96,96,1,1,1,1,96,96,96,1,96,96,1,1,5,5,1,1,"499,6267",2,4987,1,0,1,3,7,1,"1,12253717",5,"6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","3,00","6,00","4,00","1,00","6,00","0,94","1,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,PE,44281813,17,1,2,2,2,2,64,5,2,1,1,2,,96,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,0,0,996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,996,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,2,-2,-2,1,1,2,1,1,1,6,1,3,6,6,3,12,96,96,96,96,1,1,96,96,96,1,96,96,1,1,3,5,1,2,1923,10,2327,1,0,3,3,1,1,"1,47718153",6,"6,00","5,00","6,00","5,00",,,"6,00","6,00","5,00","6,00","6,00","6,00","1,00","6,00","4,00","1,00","1,00","1,00","6,00","0,13","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,SP,44283102,17,1,2,2,2,2,44,3,1,1,2,1,1,96,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,8,4,996,0,0,0,5,5,7,3,3,0,1,0,8,0,2,2,996,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,5,6,4,2,6,1,2,96,96,1,96,1,1,96,96,96,96,96,96,2,1,7,5,3,4,"499,6267",1,4987,1,0,1,3,7,1,"0,88528070",6,"6,00","6,00","6,00","6,00","5,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","2,00","1,00","3,00","5,00","1,00","1,00","6,00","0,94","1,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,SP,44296806,17,1,2,2,2,2,50,4,2,1,1,1,2,96,,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,,2,,1,2,2,,2,,2,,10,8,996,3,3,4,5,5,4,10,0,0,7,0,7,8,1,2,996,2,2,2,2,2,1,2,2,2,2,2,1,3,1,1,2,6,2,-2,1,1,1,1,1,2,6,1,3,1,6,3,1,96,96,1,1,1,1,96,96,96,1,96,96,1,1,5,5,1,1,229,9,13457,1,0,1,3,12,1,"0,97788779",5,"6,00","6,00","5,00","1,00","5,00",,"6,00","6,00","6,00","6,00","6,00","5,00","1,00","6,00","4,00","6,00","1,00","1,00","6,00","0,63",,"1,00","0,00",,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","1,00","0,21","5,50","0,92","6,42","7,00"
,BA,44205345,17,1,2,2,2,2,31,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,10,0,5,10,10,5,5,2,2,2,2,10,9,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,1,4,1,6,1,1,1,6,1,1,1,6,2,11,96,96,96,96,1,1,1,96,96,96,96,96,1,1,2,5,1,1,1888,1,9234,1,0,3,3,5,1,"0,75326453",6,"6,00","3,00","6,00","6,00","6,00","6,00","3,00","6,00","1,00","6,00","6,00","6,00","1,00","6,00","6,00","6,00","1,00","1,00","6,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,SP,44213249,17,1,2,2,2,2,36,3,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,,2,,2,,1,1,1,1,1,1,1,2,5,5,5,1,1,1,1,5,1,1,0,0,5,1,9,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,3,1,1,6,1,1,3,3,4,1,1,96,1,1,1,1,1,1,96,1,96,96,1,1,2,5,1,1,117,32,6800,1,0,1,2,15,2,"1,33645217",4,"6,00","5,00","6,00","5,00","6,00","5,00","6,00","6,00","6,00","4,00","6,00","6,00","1,00","6,00","6,00","4,00","4,00","1,00","6,00","0,81",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,SP,44215383,17,1,2,2,2,2,54,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,6,9,0,1,9,6,1,0,1,8,8,6,3,7,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,3,1,1,1,1,5,2,1,1,5,1,3,1,4,3,2,1,96,1,1,1,1,1,2,96,1,96,96,1,1,5,5,2,4,134,139,11645,1,0,1,2,15,3,"1,21698602",3,"6,00","6,00","6,00","4,00","6,00","6,00","6,00","6,00","2,00","5,00","6,00","6,00","2,00","6,00","4,00","6,00","3,00","1,00","6,00","0,88",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","7,00"
,SP,44216013,17,1,2,2,2,2,28,2,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,2,,1,1,1,1,1,2,2,,1,2,2,,1,1,2,,10,10,10,10,10,10,10,3,10,10,4,3,10,5,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,5,2,4,1,4,1,4,1,96,1,3,2,1,1,3,96,1,1,1,1,1,5,5,4,5,100,4188,12427,1,0,1,1,15,3,"0,71865618",2,"6,00","6,00","6,00","6,00","4,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","2,00","5,00","3,00","6,00","3,00","1,00","6,00","0,69",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,MG,44243243,17,1,2,2,2,2,31,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,,3,7,7,5,2,3,3,2,5,3,1,1,5,4,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,1,2,3,2,1,3,1,6,2,2,3,2,3,1,1,96,1,1,2,1,96,1,96,1,96,96,1,1,2,5,2,3,752,11,9306,1,0,1,3,10,2,"0,75067385",4,"6,00","6,00","6,00","5,00","4,00","6,00","5,00","4,00","5,00","6,00","4,00","6,00","1,00","5,00","5,00","4,00","5,00","2,00","5,00","0,94","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","5,83"
,RJ,44255042,17,1,2,2,2,2,49,4,1,1,2,2,,1,1,1,1,1,1,2,,2,,2,,1,1,2,,1,1,1,1,1,2,1,1,1,1,2,,10,10,10,10,7,0,5,8,10,10,10,10,10,10,10,4,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,5,1,2,2,6,2,2,1,6,1,10,1,96,1,96,1,1,96,96,96,96,96,96,1,1,5,5,99,99,500,178,9567,1,0,1,1,6,3,"1,07294157",5,"6,00","5,00","6,00","5,00","5,00","6,00","6,00","6,00","2,00","6,00","5,00","5,00","1,00","5,00","5,00","6,00","1,00","2,00","5,00","0,63",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","1,00","1,00","0,20","5,50","0,92","6,42","5,83"
,RJ,44255282,17,1,2,2,2,2,68,5,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,3,1,2,1,4,1,1,2,1,6,1,3,3,3,1,7,2,96,1,96,2,1,1,96,96,1,96,96,1,1,5,5,1,3,548,19,1542,1,0,1,3,5,2,"1,24289244",3,"6,00","6,00","6,00","4,00","6,00","5,00","6,00","3,00","6,00","6,00","5,00","6,00","1,00","6,00","4,00","4,00","4,00","1,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,SC,44257712,17,1,2,2,2,2,50,4,1,1,1,2,,1,1,2,,2,,2,,2,,1,1,1,1,1,1,1,1,1,1,2,,2,,1,1,2,,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,-2,2,2,3,2,1,2,1,1,6,2,1,2,2,1,1,96,96,1,1,1,1,1,96,96,1,96,96,1,1,5,5,1,1,3198,3,9554,1,0,2,3,1,1,"1,04081743",5,"6,00","4,00","6,00",,"5,00","5,00","4,00","5,00","6,00","5,00","6,00","6,00","1,00","5,00","6,00","5,00","5,00","2,00","5,00","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","5,83"
,GO,44258702,17,1,2,2,2,2,26,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,,2,,1,1,1,2,2,,1,1,10,9,9,5,6,1,1,3,4,8,3,1,9,3,6,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,2,2,1,1,2,5,2,2,1,2,3,2,2,1,3,1,1,96,1,1,1,1,1,1,1,1,1,96,1,1,4,5,1,1,"2899,3025",1,8835,1,0,4,3,5,1,"0,77612936",4,"6,00","6,00","6,00","5,00","5,00","6,00","6,00","5,00","2,00","5,00","5,00","6,00","5,00","4,00","5,00","5,00","6,00","2,00","5,00","0,81",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","5,83"
,PE,44259348,17,1,2,2,2,2,50,4,2,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,2,,1,2,1,2,5,3,5,5,5,5,5,5,8,8,5,7,8,0,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,6,1,3,1,2,3,1,1,1,1,1,2,1,1,1,96,1,1,96,1,1,7,5,1,3,1923,8,2327,1,0,3,3,1,1,"1,33962877",2,"6,00","5,00","6,00","5,00","5,00","6,00","6,00","6,00","5,00","6,00","6,00","6,00","1,00","6,00","4,00","6,00","5,00","1,00","6,00","0,81",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,GO,44282962,17,1,2,2,2,2,28,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,,1,2,1,2,1,2,1,1,1,2,2,,10,8,0,0,0,0,0,0,8,10,0,0,0,0,0,10,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,1,3,1,3,2,2,1,2,2,2,1,1,5,2,1,2,3,3,10,96,96,1,2,2,1,1,1,96,1,96,96,1,1,5,5,1,3,2780,6,89133,1,0,4,3,3,1,"0,77612936",3,"6,00","4,00","6,00","4,00","5,00","5,00","6,00","5,00","5,00","5,00","6,00","6,00","2,00","5,00","6,00","5,00","4,00","2,00","5,00","0,88",,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,13","5,50","0,92","6,42","5,83"
,PR,44284708,17,1,2,2,2,2,37,3,1,1,1,1,2,1,1,1,2,2,,2,,1,1,2,,1,1,1,2,2,,1,2,2,,1,1,1,1,2,,10,8,9,3,2,0,8,1,9,4,0,0,2,8,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,5,5,2,1,3,5,1,2,1,6,2,3,3,6,1,1,1,96,1,1,1,1,96,96,96,1,96,96,1,1,5,5,1,3,1335,18,9576,1,0,2,3,1,2,"1,00767166",4,"6,00","6,00","6,00","2,00","2,00","5,00","6,00","4,00","2,00","6,00","5,00","6,00","1,00","5,00","4,00","4,00","1,00","2,00","5,00","0,63",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","5,83"
,SP,44287696,17,1,2,2,2,2,27,2,1,2,,2,,2,,1,1,1,1,2,,2,,2,,1,1,2,,1,1,1,1,2,,1,1,2,,2,,0,3,0,6,0,0,0,0,5,0,8,10,0,5,2,0,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,5,2,1,3,2,5,1,1,1,6,2,3,2,2,3,2,1,96,1,2,1,2,2,1,96,1,1,1,1,1,5,5,1,4,150,3,12406,1,0,1,3,7,3,"0,75067385",3,"6,00","5,00","6,00","2,00","5,00","6,00","4,00","5,00","2,00","6,00","6,00","6,00","1,00","5,00","4,00","5,00","5,00","2,00","5,00","0,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","0,00","0,00","0,00","0,00","0,13","5,50","0,92","6,42","5,83"
,RS,44300026,17,1,2,2,2,2,34,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,8,6,10,6,8,8,6,8,8,7,8,6,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,10,1,96,1,1,1,1,96,96,96,2,96,96,1,2,5,5,97,97,1190,6,9330,1,0,2,2,5,2,"0,68618058",4,"6,00","4,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","5,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","7,00"
,RS,44396727,17,1,2,2,2,2,45,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,,1,1,1,1,1,1,1,1,7,8,8,7,9,6,7,1,6,8,6,0,8,8,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,1,6,1,2,1,6,2,1,1,96,1,1,1,1,1,1,96,1,96,96,1,1,5,5,2,2,1100,134,2902,1,0,2,1,5,3,"1,35452663",4,"6,00","6,00","5,00","5,00","5,00","5,00","6,00","6,00","6,00","6,00","5,00","6,00","1,00","6,00","5,00","6,00","1,00","1,00","6,00","0,94","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,RJ,44244681,17,1,2,2,2,2,43,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,6,5,10,10,10,10,9,8,10,7,10,9,8,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,2,3,4,4,1,3,1,2,1,2,3,1,2,2,3,1,1,96,1,1,2,1,1,1,96,1,96,96,1,1,6,6,1,2,500,159,9667,1,0,1,1,6,3,"0,87164431",3,"6,00","4,00","6,00","5,00","4,00","3,00","3,00","6,00","4,00","6,00","5,00","6,00","5,00","4,00","6,00","5,00","5,00","2,00","5,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","5,83"
,RJ,44255710,17,1,2,2,2,2,21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,2,,1,1,1,1,1,1,2,,5,5,5,5,0,0,0,0,0,0,5,0,5,8,0,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1,1,5,1,3,5,6,1,1,2,3,1,7,1,96,96,1,2,1,96,96,96,96,96,96,1,1,5,6,2,99,500,1114,9746,1,0,1,1,6,3,"1,10524621",4,"6,00","6,00","5,00","6,00","5,00","6,00","6,00","6,00","2,00","6,00","4,00","2,00","1,00","6,00","6,00","5,00","4,00","1,00","6,00","0,81",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","7,00"
,GO,44257320,17,1,2,2,2,2,68,5,2,1,1,2,,2,,1,1,2,,1,1,1,1,1,2,1,99,1,1,2,,2,,2,,2,,1,1,2,,0,1,0,0,2,0,1,1,1,1,0,0,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,1,1,4,3,1,3,1,3,2,1,1,5,1,3,2,1,1,3,96,96,96,96,1,1,1,96,96,1,96,96,1,1,6,6,3,4,2724,5,6906,1,0,4,3,4,2,"1,09356604",5,"6,00","6,00","6,00","3,00","4,00","6,00","4,00","6,00","4,00","5,00","6,00","6,00","2,00","6,00","4,00","5,00","6,00","1,00","6,00","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,07","5,50","0,92","6,42","7,00"
,PR,44297905,17,1,2,2,2,2,25,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,,2,,1,2,1,2,2,,1,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,1,3,5,1,3,1,2,1,6,1,3,2,5,1,1,2,1,1,1,2,1,1,2,96,1,96,96,1,1,6,6,1,3,1342,11,9846,1,0,2,3,3,2,"0,80658782",2,"6,00","6,00","6,00","3,00","6,00","4,00","2,00","6,00","4,00","6,00","5,00","6,00","1,00","6,00","4,00","5,00","2,00","1,50","5,50","0,75",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","6,42"
,SP,44208507,17,1,2,2,2,2,33,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,0,3,0,0,3,2,0,5,5,5,3,5,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,3,1,6,2,3,3,1,6,1,1,1,6,1,2,1,6,1,7,96,96,1,2,1,1,1,1,96,1,96,1,1,1,5,7,1,1,131,31,13452,1,0,1,2,15,2,"0,77845663",3,"6,00","4,00","6,00","1,00","5,00","4,00","4,00","6,00","1,00","6,00","6,00","6,00","1,00","6,00","5,00","6,00","1,00","1,50","5,50","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","6,42"
,SE,44247716,17,1,2,2,2,2,71,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,5,0,5,4,5,5,5,5,0,0,10,0,0,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,6,3,3,4,1,4,1,4,1,6,1,1,3,6,1,12,1,1,1,1,3,1,1,2,96,1,96,96,1,1,6,7,3,4,4314,21,3010,1,0,3,3,2,2,"1,59081089",2,"6,00","6,00","6,00","1,00","4,00","4,00","3,00","6,00","3,00","6,00","3,00","6,00","1,00","6,00","6,00","4,00","1,00","2,00","5,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","5,83"
,AM,44289448,17,1,2,2,2,2,25,2,1,1,1,1,2,1,1,2,,2,,2,,2,,1,1,2,,2,,1,2,1,2,1,1,2,,2,,2,,5,10,5,0,0,0,0,6,0,6,6,6,10,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,6,5,2,6,3,1,2,1,1,6,1,3,1,3,1,3,1,96,2,1,1,1,1,1,96,96,1,96,1,1,5,7,1,2,4900,54,9161,1,0,5,1,3,3,"0,55374720",3,"6,00","6,00","6,00","1,00","2,00","5,00","1,00","4,00","6,00","5,00","6,00","6,00","1,00","6,00","4,00","6,00","4,00","1,50","5,50","0,44","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","6,42"
