D_R,uf,nquest,versao,pf1,pf2a,pf2b,pf2c,pf2d,idade1,idade,sexo,p41aa,p41ba,p41ab,p41bb,p41ac,p41bc,p41ad,p41bd,p41ae,p41be,p41af,p41bf,p41ag,p41bg,p41ah,p41bh,p41ai,p41bi,p41aj,p41bj,p41ak,p41bk,p41al,p41bl,p41am,p41bm,p41an,p41bn,p41ao,p41bo,p41ap,p41bp,p42a,p42b,p42c,p42d,p42e,p42f,p42g,p42h,p42i,p42j,p42k,p42l,p42m,p42n,p42o,p42p,p43a,p43b,p43c,p43d,p43f,p43g,p43h,p43i,p43j,p43k,p43l,p43m,p43n,p43o,p43p,p44,p45a,p45b,p45c,p45d,p45e,p45f,p45g,p45h,p45i,p45j,p45k,p45l,p45m,p45n,p45o,p45p,p45q,cor,pea,carro,empreg,maqlav,dvd,banhe,gelad,freezer,comput,lavlou,microon,motocic,secadora,agua,rua,escolac,escola,renda,rendaf,cidade,ponto,pesq,ciente,errol,regiao_ori,metrop_ori,meso,porte_ori,peso,RCLASSE2,INV1p45a_ok,INV1p45b_ok,INV1p45c_ok,INV1p45d,INV1p45e,INV1p45f,INV1p45g,INV1p45h,INV1p45i,INV1p45j_ok,INV1p45k_ok,INV1p45l,INV1p45m,INV1p45n,INV1p45o_ok,INV1p45p,INV1p45q,IndiceADVD,IndiceADVND,Indice_medoviolencia,GrupoMedoViolencia,INVp43a,INVp43b,INVp43c,INVp43d,INVp43f,INVp43g,INVp43h,INVp43i,INVp43j,INVp43k,INVp43l,INVp43m,INVp43n,INVp43o,INVp43p,Indice_violencia,Comput_EscalaF_6itens,Comput_EscalaF_6itens_ponderado,Comput_EscalaF_6itens_ponderado_7,Indice_EscalaF17itens_1a7
,DF,44298683,17,1,2,2,2,2,48,4,2,2,,1,1,2,,2,,1,1,1,1,1,2,1,1,1,1,1,1,2,,2,,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,6,2,3,2,6,3,1,1,96,96,1,1,1,96,96,96,1,96,96,2,2,4,5,1,1,2900,186,9607,1,0,4,1,1,3,"0,93169228",6,"5,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","5,00","4,00","5,00","1,00","1,00","6,00","0,69",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,SP,44206086,17,1,2,2,2,2,25,2,1,1,1,2,,1,1,2,,2,,2,,1,2,2,,1,2,2,,2,,2,,1,2,2,,2,,2,,2,2,5,2,2,2,2,0,2,5,3,3,3,5,0,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,3,1,1,4,3,1,1,3,5,3,3,1,5,1,1,1,1,1,4,2,1,1,4,96,1,96,96,1,1,6,6,1,3,100,171,548,1,0,1,1,15,3,"0,71865618",1,"5,00","6,00","6,00","4,00","4,00","6,00","6,00","3,00","4,00","6,00","6,00","4,00","2,00","4,00","4,00","6,00","2,00","2,50","4,50","0,31","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","5,25"
,RN,44255749,17,1,2,2,2,2,74,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,1,1,2,,1,1,1,1,10,10,9,0,10,10,10,0,8,10,0,0,10,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,5,2,1,2,2,5,1,2,2,5,1,2,2,1,2,12,2,96,1,1,3,1,1,96,1,1,96,1,1,1,7,6,2,3,4500,54,9767,1,0,3,1,4,3,"1,46907029",2,"5,00","6,00","6,00","2,00","5,00","6,00","5,00","5,00","2,00","6,00","5,00","5,00","2,00","6,00","5,00","5,00","6,00","2,00","5,00","0,81",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","5,83"
,SC,44249393,17,1,2,2,2,2,27,2,2,1,1,1,1,1,1,2,,1,1,2,,2,,1,1,1,1,1,1,2,,2,,1,1,1,1,1,1,2,,10,10,5,0,0,0,0,0,10,0,0,0,5,0,0,10,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2,2,1,2,1,1,1,5,2,2,2,3,1,1,1,96,1,1,1,1,1,1,96,1,96,96,1,1,7,7,2,4,3124,12,4417,1,0,2,3,2,2,"0,87324393",3,"5,00","5,00","6,00","4,00","5,00","5,00","5,00","6,00","5,00","6,00","6,00","6,00","2,00","5,00","5,00","5,00","4,00","2,00","5,00","0,63",,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,07","5,50","0,92","6,42","5,83"
,RJ,44286423,17,1,2,2,2,2,52,4,2,1,2,2,,1,2,1,2,2,,2,,1,2,1,1,2,,1,2,2,,2,,2,,2,,1,1,1,2,0,0,1,0,0,2,0,1,1,0,0,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5,2,1,1,6,1,1,1,3,1,2,4,3,3,12,2,1,1,1,1,1,1,1,96,1,96,96,1,1,3,7,2,4,502,30,9288,1,0,1,2,6,3,"1,01407986",3,"5,00","6,00","5,00","5,00","2,00","5,00","6,00","6,00","1,00","6,00","6,00","6,00","4,00","6,00","5,00","3,00","4,00","2,00","5,00","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","5,83"
,PR,44305438,17,1,2,2,2,2,64,5,2,2,,1,2,96,,2,,2,,2,,2,,2,,1,1,2,,2,,2,,2,,2,,1,1,2,,2,1,996,0,0,0,0,0,5,0,0,0,0,0,2,0,2,2,996,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,6,5,3,1,2,5,1,2,1,4,2,1,3,5,2,12,96,96,1,96,1,1,96,96,96,96,96,96,1,2,1,1,97,97,1454,7,9847,1,0,2,3,6,1,"1,86373608",6,"6,00","4,00","6,00","1,00","2,00","4,00","6,00","5,00","2,00","6,00","5,00","6,00","3,00","5,00","6,00","4,00","2,00","2,00","5,00","0,19","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","5,83"
,TO,44247764,17,1,2,2,2,2,51,4,1,1,1,1,1,1,1,1,1,1,2,2,,2,,2,,2,,1,1,2,,1,1,1,1,2,,1,1,2,,6,0,9,7,8,0,0,0,4,8,7,3,6,6,10,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,2,2,2,1,1,1,2,1,3,1,4,2,1,1,2,5,9,96,96,96,96,96,1,1,96,96,96,1,96,2,2,1,1,1,1,5920,8,9613,1,0,5,3,1,1,"1,56131091",6,"6,00","6,00","5,00","5,00","5,00","6,00","6,00","6,00","5,00","6,00","4,00","6,00","3,00","5,00","6,00","6,00","5,00","1,00","6,00","0,56",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","0,13","5,50","0,92","6,42","7,00"
,PR,44452141,17,1,2,2,2,2,43,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,0,10,9,9,10,10,10,10,10,10,10,10,10,9,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,11,96,96,1,1,1,1,1,96,96,96,96,96,1,1,2,1,99,1,1450,8,9775,1,0,2,3,4,1,"1,19019430",5,"6,00","5,00","6,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","6,00","5,00","5,00","6,00","5,00","5,00","5,00","2,00","5,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,07","5,50","0,92","6,42","5,83"
,PE,44283425,17,1,2,2,2,2,21,1,1,2,,2,,96,,1,2,1,1,2,,2,,2,,2,,2,,2,,1,2,1,1,1,1,1,1,2,,1,2,996,0,3,0,0,1,2,0,2,0,0,0,0,1,2,2,996,1,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,1,4,1,1,1,1,1,2,1,-2,2,2,1,2,2,7,96,96,96,1,1,1,96,96,96,96,96,96,1,1,2,2,1,1,1923,10,2327,1,0,3,3,1,1,"0,74938501",6,"6,00","5,00","6,00","6,00","3,00","6,00","6,00","6,00","6,00","6,00","5,00","6,00",,"5,00","5,00","6,00","5,00","1,00","6,00","0,38","0,00","0,00","0,00",,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,07","5,50","0,92","6,42","7,00"
,MS,44201300,17,1,2,2,2,2,52,4,2,1,1,1,1,1,1,2,,2,,2,,1,1,1,1,2,,2,,1,1,1,1,2,,1,1,1,1,1,1,10,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,99,1,1,2,1,1,1,1,1,1,1,1,1,6,5,3,3,3,1,12,96,96,1,96,1,1,96,96,96,96,96,1,1,1,5,2,1,99,3325,3,8868,1,0,4,3,4,1,"1,28814353",5,"6,00","6,00","5,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","2,00","4,00","4,00","4,00","1,00","6,00","0,63",,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,13","5,50","0,92","6,42","7,00"
,MG,44215850,17,1,2,2,2,2,24,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,8,10,7,10,6,6,9,5,4,8,7,9,10,8,8,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,3,2,1,1,2,2,2,1,2,6,2,3,2,6,3,4,1,96,1,1,1,1,96,1,96,1,2,96,1,1,2,2,1,1,"1099,6996",4,2668,1,0,1,3,12,1,"1,12253717",4,"6,00","6,00","6,00","4,00","5,00","6,00","6,00","5,00","5,00","5,00","6,00","5,00","1,00","5,00","4,00","5,00","1,00","2,00","5,00","0,94","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","5,83"
,GO,44248563,17,1,2,2,2,2,81,5,1,1,2,2,,1,1,1,2,1,1,1,1,1,1,1,1,2,,2,,1,1,2,,1,1,2,,1,1,1,1,5,8,7,6,6,6,4,2,3,6,4,7,5,5,7,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,1,2,1,1,1,1,1,3,3,2,1,2,2,12,96,96,1,1,1,1,1,1,96,1,96,96,1,1,2,2,1,1,2700,454,8779,1,0,4,1,3,3,"1,04548868",5,"6,00","6,00","4,00","6,00","5,00","6,00","5,00","6,00","6,00","6,00","6,00","6,00","4,00","4,00","5,00","6,00","5,00","1,00","6,00","0,69",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,RS,44252646,17,1,2,2,2,2,44,3,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,6,6,1,1,1,1,1,4,1,6,1,1,1,6,1,2,96,96,1,1,1,1,1,96,96,96,96,96,1,1,2,2,97,97,"1299,6579",1,9612,1,0,2,3,1,1,"1,00767166",5,"6,00","6,00","6,00","1,00","1,00","6,00","6,00","6,00","6,00","6,00","3,00","6,00","1,00","6,00","6,00","6,00","1,00","1,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","7,00"
,PA,44259898,17,1,2,2,2,2,47,4,1,2,,2,,2,,2,,1,1,2,,2,,2,,1,2,1,1,2,,2,,1,2,1,1,1,1,2,,0,0,0,1,0,0,0,0,0,3,0,0,1,7,1,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,2,1,2,5,2,1,3,1,1,2,2,6,2,2,2,3,3,3,96,96,1,1,1,1,96,96,96,96,1,96,1,1,2,2,1,1,2340,1,3388,1,0,5,3,5,1,"1,56131091",6,"6,00","5,00","6,00","5,00","2,00","5,00","6,00","4,00","6,00","6,00","5,00","5,00","1,00","5,00","5,00","5,00","4,00","2,00","5,00","0,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","5,83"
,RJ,44242491,17,1,2,2,2,2,57,4,1,1,1,1,1,96,,2,,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,2,,2,,1,1,2,,5,10,996,5,10,0,0,0,10,0,0,0,0,0,10,10,2,2,996,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,6,1,1,1,1,1,2,1,6,6,2,5,1,3,7,96,96,1,1,1,1,96,2,96,96,96,96,1,1,3,3,2,3,500,159,9667,1,0,1,1,6,3,"1,07294157",5,"6,00","6,00","5,00","5,00","1,00","6,00","6,00","6,00","6,00","6,00","5,00","6,00","1,00","1,00","5,00","2,00","6,00","1,00","6,00","0,63",,"0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","7,00"
,RJ,44246710,17,1,2,2,2,2,59,4,1,2,,2,,96,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,,0,0,996,0,0,0,0,0,0,0,0,0,0,0,3,10,2,2,996,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1,4,6,1,3,1,4,1,2,1,4,2,1,1,6,3,10,96,96,1,1,2,1,1,96,96,1,96,96,1,1,3,3,1,1,500,499,9746,1,0,1,1,6,3,"1,07294157",4,"6,00","4,00","6,00","3,00","1,00","6,00","4,00","6,00","3,00","6,00","5,00","6,00","3,00","5,00","6,00","6,00","1,00","1,50","5,50","0,06","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","6,42"
,PA,44252694,17,1,2,2,2,2,60,5,1,1,1,1,1,96,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,,2,,1,1,2,,0,0,996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,996,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,2,6,1,2,1,2,1,1,1,6,2,4,3,6,3,3,96,96,96,1,1,1,96,96,96,96,96,96,1,2,3,3,1,1,2403,6,9120,1,0,5,3,2,1,"0,95098071",6,"6,00","6,00","6,00","5,00","1,00","6,00","5,00","6,00","5,00","6,00","6,00","6,00","1,00","5,00","3,00","4,00","1,00","1,50","5,50","0,75",,"0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","6,42"
,CE,44392847,17,1,2,2,2,2,48,4,1,1,1,1,1,96,,2,,2,,2,,2,,2,,2,,1,1,2,,1,1,1,2,2,,2,,2,,3,7,996,2,1,1,1,0,7,3,3,0,0,0,3,3,2,2,996,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,1,2,1,1,1,1,1,1,1,5,1,2,2,5,3,1,96,96,96,1,1,1,1,1,96,1,96,96,1,1,5,3,1,1,2258,5,8286,1,0,3,3,1,1,"1,35167161",4,"6,00","5,00","5,00","6,00","5,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","2,00","6,00","5,00","5,00","2,00","1,00","6,00","0,31","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,SP,44209173,17,1,2,2,2,2,63,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,1,1,1,1,1,1,1,1,0,0,0,0,0,2,7,0,0,5,0,0,0,0,7,9,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,3,2,3,3,2,1,1,3,1,2,2,1,3,1,96,96,1,96,1,1,1,96,96,96,96,96,1,1,3,3,1,1,134,139,11645,1,0,1,2,15,3,"1,64843469",5,"6,00","5,00","6,00","5,00","5,00","4,00","5,00","4,00","4,00","5,00","6,00","6,00","4,00","6,00","5,00","5,00","6,00","2,00","5,00","0,88",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,07","5,50","0,92","6,42","5,83"
,PR,44250317,17,1,2,2,2,2,39,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,9,9,10,7,8,8,7,10,5,8,6,5,6,10,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,3,2,2,1,2,2,1,3,2,5,2,1,2,3,2,1,1,96,96,1,1,1,96,1,96,96,96,96,1,2,1,3,1,1,1459,1,9775,1,0,2,3,5,1,"1,28174772",6,"6,00","6,00","5,00","4,00","5,00","5,00","6,00","5,00","5,00","6,00","4,00","5,00","2,00","5,00","6,00","5,00","4,00","2,00","5,00","1,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","5,83"
,PR,44257656,17,1,2,2,2,2,46,4,1,1,2,2,,1,1,2,,1,1,2,,2,,2,,1,1,1,2,1,1,1,2,1,1,2,,1,1,2,,5,5,10,0,10,0,0,0,0,0,4,4,10,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,4,1,2,1,2,2,2,1,2,2,1,2,2,5,2,2,1,5,1,2,1,96,1,1,1,1,96,96,96,96,96,96,1,1,1,3,1,2,1459,2,9775,1,0,2,3,5,1,"1,12088031",5,"6,00","5,00","6,00","5,00","5,00","5,00","6,00","5,00","5,00","6,00","5,00","5,00","2,00","5,00","5,00","6,00","2,00","2,00","5,00","0,56",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00","1,00","0,20","5,50","0,92","6,42","5,83"
,PR,44257657,17,1,2,2,2,2,54,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,2,2,,1,2,1,1,2,,1,1,1,1,2,,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,4,1,3,1,1,3,1,1,1,6,2,3,4,1,1,15,2,96,1,2,2,1,1,96,96,1,96,96,1,1,3,3,1,1,1459,2,9775,1,0,2,3,5,1,"1,13227387",3,"6,00","6,00","5,00","3,00","6,00","4,00","6,00","6,00","4,00","6,00","6,00","6,00","1,00","5,00","4,00","3,00","6,00","1,00","6,00","0,75",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,CE,44294703,17,1,2,2,2,2,37,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,1,1,1,1,1,1,1,2,0,10,10,0,5,0,8,8,8,0,0,0,8,10,0,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,6,3,1,1,1,1,3,1,3,6,5,1,2,1,3,4,96,96,96,1,1,1,96,96,96,96,96,96,1,1,2,3,1,1,2105,4,8482,1,0,3,2,3,2,"1,32274369",6,"6,00","5,00","6,00","1,00","4,00","6,00","6,00","6,00","6,00","4,00","6,00","4,00","1,00","2,00","6,00","5,00","6,00","1,00","6,00","0,81",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,PR,44299017,17,1,2,2,2,2,31,2,2,1,1,1,1,1,1,2,,2,,2,,2,,2,,2,,1,1,2,,2,,1,1,1,1,2,,2,,8,2,0,0,0,0,0,0,3,3,0,0,9,8,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,6,3,1,1,1,1,1,4,1,6,1,1,3,6,1,15,1,96,2,1,2,1,1,96,96,1,1,1,2,2,4,3,1,1,1454,7,9847,1,0,2,3,6,1,"0,87324393",4,"6,00","6,00","6,00","1,00","4,00","6,00","6,00","6,00","6,00","6,00","3,00","6,00","1,00","6,00","6,00","4,00","1,00","1,00","6,00","0,38","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,PA,44243410,17,1,2,2,2,2,62,5,1,1,1,2,,96,,1,1,1,2,2,,2,,2,,2,,1,1,2,,2,,1,1,1,1,2,,2,,0,0,996,0,0,0,0,0,0,6,0,0,0,1,4,10,2,2,996,2,2,2,2,2,2,2,2,2,2,2,1,4,1,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,3,1,96,96,1,96,3,1,96,96,96,96,1,96,2,2,4,4,2,2,2340,2,3388,1,0,5,3,5,1,"0,95098071",5,"6,00","5,00","6,00","5,00","5,00","6,00","6,00","6,00","5,00","6,00","5,00","6,00","6,00","5,00","5,00","5,00","5,00","2,00","5,00","0,38","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","5,83"
,RJ,44244734,17,1,2,2,2,2,17,1,1,1,1,1,1,96,,1,1,1,1,2,,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,2,,2,,0,0,996,10,0,0,0,0,0,0,10,10,0,0,10,0,2,2,996,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,5,2,1,1,1,1,1,1,1,1,1,3,2,1,3,13,96,96,1,1,1,1,96,1,1,96,96,96,1,1,2,4,1,1,577,7,1491,1,0,1,3,4,1,"1,12253717",5,"6,00","5,00","6,00","2,00","5,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","4,00","5,00","6,00","1,00","6,00","0,69",,"0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","7,00"
,RS,44259336,17,1,2,2,2,2,18,1,1,1,1,1,2,96,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,0,0,996,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,996,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,6,1,4,1,1,1,4,96,96,1,1,1,1,1,96,96,96,1,1,2,2,1,4,2,6,1229,4,7889,1,0,2,3,4,1,"0,86104583",6,"6,00","6,00","6,00","4,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","6,00","3,00","6,00","6,00","1,00","6,00","0,81",,"0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,PA,44259901,17,1,2,2,2,2,24,1,1,1,2,1,1,96,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,,1,1,2,,2,,0,8,996,0,10,2,0,0,0,5,0,2,3,5,4,10,2,2,996,2,2,2,2,2,2,2,2,2,2,2,1,4,1,2,1,5,5,2,2,1,2,1,2,2,2,2,2,2,2,3,2,96,96,1,1,1,2,96,96,96,96,1,96,2,2,1,4,1,1,2340,1,3388,1,0,5,3,5,1,"0,79311768",6,"6,00","5,00","6,00","2,00","2,00","5,00","5,00","6,00","5,00","6,00","5,00","5,00","5,00","5,00","5,00","5,00","5,00","2,00","5,00","0,75",,"0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,07","5,50","0,92","6,42","5,83"
,PE,44260287,17,1,2,2,2,2,36,3,2,1,1,2,,96,,2,,1,1,2,,2,,1,2,2,,1,2,2,,2,,2,,2,,1,1,2,,1,0,996,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,996,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,6,1,1,1,3,1,1,1,6,3,3,1,2,1,7,96,96,96,1,1,1,96,1,96,1,96,96,1,1,4,4,1,1,1923,8,2327,1,0,3,3,1,1,"1,40013747",5,"6,00","5,00","6,00","6,00","1,00","6,00","6,00","6,00","4,00","6,00","6,00","6,00","1,00","4,00","4,00","6,00","5,00","1,00","6,00","0,31","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","7,00"
,MG,44307470,17,1,2,2,2,2,16,1,1,2,,1,2,96,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,,0,0,996,0,0,0,0,1,2,0,0,0,0,1,2,0,2,2,996,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,3,1,2,2,1,1,1,2,6,2,2,1,1,3,2,96,96,1,96,2,1,96,1,96,96,96,96,1,1,7,4,1,99,"1099,6857",6,9793,1,0,1,3,2,1,"1,12253717",4,"6,00","5,00","5,00","5,00","4,00","6,00","5,00","5,00","6,00","6,00","6,00","5,00","1,00","5,00","5,00","6,00","6,00","2,00","5,00","0,19","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","5,83"
,SE,44240855,17,1,2,2,2,2,53,4,1,1,1,2,,2,,2,,1,1,2,,2,,1,1,2,,2,,1,1,1,1,2,,1,1,1,1,2,,10,5,0,0,10,0,0,0,0,0,8,8,0,10,10,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,3,2,1,3,6,2,3,2,6,2,1,1,96,1,2,1,2,1,2,96,1,1,96,1,1,4,4,2,2,4300,93,9399,1,0,3,1,3,3,"1,34424954",3,"6,00","6,00","6,00","5,00","5,00","5,00","6,00","5,00","4,00","5,00","6,00","4,00","1,00","5,00","4,00","5,00","1,00","2,00","5,00","0,44","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,50","0,92","6,42","5,83"
